canonical_name,season_end,salary
damyean dotson,2022,237816.0
dangelo russell,2016,5103120.0
dangelo russell,2017,5332800.0
dangelo russell,2018,7019698.0
dangelo russell,2019,7019698.0
dangelo russell,2020,27285000.0
dangelo russell,2021,34914596.0
dangelo russell,2022,34706036.0
dangelo russell,2023,33269452.0
dangelo russell,2024,17821973.0
daniel gafford,2020,898310.0
daniel gafford,2021,1849950.0
daniel gafford,2022,2061329.0
daniel gafford,2023,2047077.0
daniel gafford,2024,12770512.0
daniel hamilton,2019,1349383.0
daniel ochefu,2017,543471.0
daniel ochefu,2018,1312611.0
daniel oturu,2021,1094762.0
daniel oturu,2022,1854270.0
daniel theis,2018,815615.0
daniel theis,2019,1378242.0
daniel theis,2020,5000000.0
daniel theis,2021,6093457.0
daniel theis,2022,9574963.0
daniel theis,2023,9218535.0
daniel theis,2024,9379032.0
danilo gallinari,2016,14000000.0
danilo gallinari,2017,15050000.0
danilo gallinari,2018,20559599.0
danilo gallinari,2019,21587579.0
danilo gallinari,2020,22615559.0
danilo gallinari,2021,23764483.0
danilo gallinari,2022,23676215.0
danilo gallinari,2023,20653350.0
danilo gallinari,2024,8083317.0
danny granger,2016,2170465.0
danny green,2016,10000000.0
danny green,2017,10000000.0
danny green,2018,10000000.0
danny green,2019,10000000.0
danny green,2020,14634146.0
danny green,2021,18726233.0
danny green,2022,11563475.0
danny green,2023,12416532.0
danny green,2024,208078.0
dante cunningham,2016,2850000.0
dante cunningham,2017,2978250.0
dante cunningham,2019,2487000.0
dante exum,2016,3777720.0
dante exum,2017,3940320.0
dante exum,2018,4992385.0
dante exum,2019,9600000.0
dante exum,2020,9600000.0
dante exum,2021,11699437.0
dante exum,2024,3089141.0
danuel house,2017,543471.0
danuel house,2019,247827.0
danuel house,2020,3540000.0
danuel house,2021,4529876.0
danuel house,2022,5778758.0
danuel house,2023,4352482.0
danuel house,2024,4438324.0
daquan jeffries,2021,1761858.0
daquan jeffries,2022,110928.0
daquan jeffries,2023,847597.0
daquan jeffries,2024,1381400.0
dario saric,2017,2318280.0
dario saric,2018,2526840.0
dario saric,2019,2526840.0
dario saric,2020,3481986.0
dario saric,2021,11272895.0
dario saric,2022,9840517.0
dario saric,2023,9797061.0
dario saric,2024,2790369.0
dariq whitehead,2024,3054172.0
darius bazley,2020,2284800.0
darius bazley,2021,2923835.0
darius bazley,2022,2905947.0
darius bazley,2023,4521733.0
darius bazley,2024,642978.0
darius days,2023,539571.0
darius garland,2020,6400920.0
darius garland,2021,8190484.0
darius garland,2022,8141704.0
darius garland,2023,9458610.0
darius garland,2024,35015681.0
darius miller,2018,2100000.0
darius miller,2019,2205000.0
darius miller,2020,7000000.0
darius miller,2021,8530840.0
darrell arthur,2016,2814000.0
darrell arthur,2017,8070175.0
darrell arthur,2018,7464912.0
darrell arthur,2019,7464912.0
darrell arthur,2020,7464912.0
darren collison,2016,5013559.0
darren collison,2017,5229454.0
darren collison,2018,10000000.0
darren collison,2019,10000000.0
darren collison,2020,10000000.0
darren collison,2022,175557.0
darrun hilliard,2016,600000.0
darrun hilliard,2017,874636.0
daulton hommes,2022,193692.0
david duke,2022,534959.0
david duke,2023,563312.0
david duke,2024,407466.0
david johnson,2022,534959.0
david lee,2016,2085671.0
david lee,2017,1551659.0
david nwaba,2017,73528.0
david nwaba,2019,1512601.0
david nwaba,2020,903111.0
david nwaba,2021,2222896.0
david nwaba,2022,5377016.0
david nwaba,2023,5324766.0
david roddy,2023,2744703.0
david roddy,2024,2799009.0
david stockton,2016,845059.0
david stockton,2018,44495.0
david stockton,2019,1378242.0
david stockton,2020,1378242.0
david west,2016,1499187.0
david west,2017,980431.0
david west,2018,1471382.0
davion mitchell,2022,5322898.0
davion mitchell,2023,5125008.0
davion mitchell,2024,5214100.0
davis bertans,2017,543471.0
davis bertans,2018,1312611.0
davis bertans,2019,7000000.0
davis bertans,2020,7000000.0
davis bertans,2021,18280371.0
davis bertans,2022,18501560.0
davis bertans,2023,16964608.0
davis bertans,2024,17505137.0
davon reed,2018,815615.0
davon reed,2022,615637.0
davon reed,2023,2016808.0
dayron sharpe,2022,2323287.0
dayron sharpe,2023,2236656.0
dayron sharpe,2024,2275709.0
deaaron fox,2018,4609200.0
deaaron fox,2019,5470920.0
deaaron fox,2020,6392760.0
deaaron fox,2021,9870946.0
deaaron fox,2022,32497412.0
deaaron fox,2023,32181628.0
deaaron fox,2024,33568737.0
dean wade,2021,1849950.0
dean wade,2022,2061329.0
dean wade,2023,2047077.0
dean wade,2024,5879540.0
deandre ayton,2019,8165160.0
deandre ayton,2020,9562920.0
deandre ayton,2021,12209094.0
deandre ayton,2022,14608080.0
deandre ayton,2023,32777478.0
deandre ayton,2024,33423936.0
deandre bembry,2017,1499760.0
deandre bembry,2018,1634640.0
deandre bembry,2019,1634640.0
deandre bembry,2020,2603982.0
deandre bembry,2021,2117043.0
deandre bembry,2022,2626116.0
deandre hunter,2020,7068360.0
deandre hunter,2021,9045127.0
deandre hunter,2022,8991064.0
deandre hunter,2023,10428866.0
deandre hunter,2024,20686218.0
deandre jordan,2016,19689000.0
deandre jordan,2017,21165675.0
deandre jordan,2018,22642350.0
deandre jordan,2019,22897200.0
deandre jordan,2020,9881598.0
deandre jordan,2021,12644750.0
deandre jordan,2022,12846241.0
deandre jordan,2023,11380873.0
deandre jordan,2024,3291427.0
deandre liggins,2017,1015696.0
deandre liggins,2018,588120.0
deandre liggins,2019,1795015.0
deandre liggins,2020,1795015.0
deanthony melton,2019,949000.0
deanthony melton,2020,1416852.0
deanthony melton,2021,11664963.0
deanthony melton,2022,10182768.0
deanthony melton,2023,8747376.0
deanthony melton,2024,8237711.0
deividas sirvydis,2021,1094762.0
deividas sirvydis,2022,1854271.0
dejon jarreau,2022,199840.0
dejon jarreau,2024,213253.0
dejounte murray,2017,1180080.0
dejounte murray,2018,1312611.0
dejounte murray,2019,1544951.0
dejounte murray,2020,2321735.0
dejounte murray,2021,17410226.0
dejounte murray,2022,17841147.0
dejounte murray,2023,18100303.0
dejounte murray,2024,18755210.0
dejuan blair,2016,2000000.0
delon wright,2016,1509360.0
delon wright,2017,1577280.0
delon wright,2018,2536898.0
delon wright,2019,2536898.0
delon wright,2020,9473684.0
delon wright,2021,10968223.0
delon wright,2022,9859384.0
delon wright,2023,8275418.0
delon wright,2024,8438631.0
demar derozan,2016,10050000.0
demar derozan,2017,26540100.0
demar derozan,2018,27739975.0
demar derozan,2019,27739975.0
demar derozan,2020,27739975.0
demar derozan,2021,33806470.0
demar derozan,2022,30065035.0
demar derozan,2023,28945862.0
demar derozan,2024,29449819.0
demarcus cousins,2016,15851950.0
demarcus cousins,2017,16957900.0
demarcus cousins,2018,18063850.0
demarcus cousins,2019,5337000.0
demarcus cousins,2020,3500000.0
demarcus cousins,2021,3719241.0
demarcus cousins,2022,2357725.0
demarre carroll,2016,13600000.0
demarre carroll,2017,14200000.0
demarre carroll,2018,15400000.0
demarre carroll,2019,15400000.0
demarre carroll,2020,512721.0
demarre carroll,2021,7457996.0
demarre carroll,2022,1436576.0
demetrius jackson,2017,1450000.0
demetrius jackson,2021,113164.0
demetrius jackson,2022,107374.0
demetrius jackson,2023,98455.0
demetrius jackson,2024,95616.0
deni avdija,2021,5446527.0
deni avdija,2022,5426553.0
deni avdija,2023,5212545.0
deni avdija,2024,6449292.0
dennis schroder,2016,1763400.0
dennis schroder,2017,2708582.0
dennis schroder,2018,15500000.0
dennis schroder,2019,15500000.0
dennis schroder,2020,15500000.0
dennis schroeder,2021,18889717.0
dennis schroeder,2022,6810886.0
dennis schroeder,2023,2800943.0
dennis schroeder,2024,12773601.0
dennis smith,2018,3218280.0
dennis smith,2019,3819960.0
dennis smith,2020,4463640.0
dennis smith,2021,6930304.0
dennis smith,2022,2069001.0
dennis smith,2023,2261889.0
dennis smith,2024,2603356.0
denzel valentine,2017,2092200.0
denzel valentine,2018,2280600.0
denzel valentine,2019,2280600.0
denzel valentine,2020,3377569.0
denzel valentine,2021,5658140.0
denzel valentine,2022,1162860.0
deonte burton,2016,525093.0
deonte burton,2019,151587.0
deonte burton,2020,1416852.0
deonte burton,2023,111883.0
dequan jones,2018,1312611.0
dereck lively,2024,4917530.0
derek cooke,2017,543471.0
derek cooke,2018,543471.0
dereon seabron,2023,542672.0
dereon seabron,2024,576415.0
deron williams,2016,5378974.0
deron williams,2017,259526.0
derrick favors,2016,12000000.0
derrick favors,2017,11050000.0
derrick favors,2018,12000000.0
derrick favors,2019,16900000.0
derrick favors,2020,17650000.0
derrick favors,2021,11282645.0
derrick favors,2022,11240738.0
derrick favors,2023,10974832.0
derrick jones,2017,543471.0
derrick jones,2019,1512601.0
derrick jones,2020,1645357.0
derrick jones,2021,11282645.0
derrick jones,2022,11240738.0
derrick jones,2023,3392921.0
derrick jones,2024,2790369.0
derrick rose,2016,20093064.0
derrick rose,2017,21323252.0
derrick rose,2018,290951.0
derrick rose,2019,1512601.0
derrick rose,2020,7317073.0
derrick rose,2021,9363116.0
derrick rose,2022,15547231.0
derrick rose,2023,15396155.0
derrick rose,2024,3291427.0
derrick walton,2020,1445697.0
derrick walton,2022,110928.0
derrick white,2018,1404600.0
derrick white,2019,1667160.0
derrick white,2020,1948080.0
derrick white,2021,4285265.0
derrick white,2022,18129876.0
derrick white,2023,18176365.0
derrick white,2024,19417463.0
derrick williams,2016,4000000.0
derrick williams,2017,115344.0
desmond bane,2021,2359922.0
desmond bane,2022,2351039.0
desmond bane,2023,2258667.0
desmond bane,2024,3959335.0
devin booker,2016,2127840.0
devin booker,2017,2223600.0
devin booker,2018,2319360.0
devin booker,2019,3314365.0
devin booker,2020,27285000.0
devin booker,2021,35912155.0
devin booker,2022,36599093.0
devin booker,2023,35873148.0
devin booker,2024,37086384.0
devin cannady,2022,214592.0
devin harris,2016,4053446.0
devin harris,2017,4227996.0
devin harris,2018,4402546.0
devin harris,2019,1512601.0
devin vassell,2021,4915518.0
devin vassell,2022,4897316.0
devin vassell,2023,4704497.0
devin vassell,2024,6062851.0
devon dotson,2021,547332.0
devon dotson,2022,276703.0
devon dotson,2023,179856.0
devontae cacok,2021,547332.0
devontae cacok,2022,839656.0
devonte graham,2019,988464.0
devonte graham,2020,1416852.0
devonte graham,2021,2027733.0
devonte graham,2022,12719822.0
devonte graham,2023,12246326.0
devonte graham,2024,12459539.0
devyn marble,2016,845059.0
devyn marble,2017,980431.0
devyn marble,2018,980431.0
dewan hernandez,2020,898310.0
dewayne dedmon,2016,947276.0
dewayne dedmon,2017,2898000.0
dewayne dedmon,2018,7200000.0
dewayne dedmon,2019,7200000.0
dewayne dedmon,2020,13333333.0
dewayne dedmon,2021,4201411.0
dewayne dedmon,2022,6078118.0
dewayne dedmon,2023,8783094.0
dewayne dedmon,2024,2830348.0
dexter dennis,2024,218640.0
deyonta davis,2017,1369299.0
deyonta davis,2018,1312611.0
deyonta davis,2019,25367.0
diamond stone,2017,543471.0
diamond stone,2018,1312611.0
didi louzada,2021,149967.0
didi louzada,2022,2066251.0
didi louzada,2023,284191.0
didi louzada,2024,275996.0
dillon brooks,2018,815615.0
dillon brooks,2019,1378242.0
dillon brooks,2020,1618520.0
dillon brooks,2021,13893082.0
dillon brooks,2022,14107439.0
dillon brooks,2023,12087283.0
dillon brooks,2024,23300028.0
dion waiters,2016,5138430.0
dion waiters,2017,2898000.0
dion waiters,2018,11550000.0
dion waiters,2019,11550000.0
dion waiters,2020,375385.0
dion waiters,2021,15416446.0
dirk nowitzki,2016,8333334.0
dirk nowitzki,2017,25000000.0
dirk nowitzki,2018,5000000.0
dirk nowitzki,2019,5000000.0
dirk nowitzki,2020,5000000.0
dj augustin,2016,3000000.0
dj augustin,2017,7250000.0
dj augustin,2018,7250000.0
dj augustin,2019,7250000.0
dj augustin,2020,7250000.0
dj augustin,2021,8124610.0
dj augustin,2022,8814220.0
dj augustin,2023,672156.0
dj carton,2024,212015.0
dj kennedy,2017,874636.0
dj kennedy,2018,874636.0
dj stephens,2017,874636.0
dj stephens,2018,874636.0
dj steward,2023,53014.0
dj stewart,2022,116830.0
dj wilson,2018,2534280.0
dj wilson,2019,2534280.0
dj wilson,2020,2961120.0
dj wilson,2021,5542949.0
dj wilson,2022,356725.0
dj wilson,2023,265072.0
dj wilson,2024,138870.0
dmoi hodge,2024,248454.0
domantas sabonis,2017,2440200.0
domantas sabonis,2018,2659800.0
domantas sabonis,2019,2659800.0
domantas sabonis,2020,3529555.0
domantas sabonis,2021,24130090.0
domantas sabonis,2022,21392429.0
domantas sabonis,2023,22372076.0
domantas sabonis,2024,30170619.0
dominick barlow,2023,539571.0
dominick barlow,2024,1045573.0
donald sloan,2016,947276.0
donald sloan,2018,1471382.0
donatas motiejunas,2016,2288205.0
donatas motiejunas,2017,576724.0
donatas motiejunas,2019,59820.0
donovan mitchell,2018,2621280.0
donovan mitchell,2019,3111480.0
donovan mitchell,2020,3635760.0
donovan mitchell,2021,6331712.0
donovan mitchell,2022,32497412.0
donovan mitchell,2023,32777478.0
donovan mitchell,2024,34147405.0
donovan williams,2023,254280.0
donta hall,2021,458563.0
donte divincenzo,2019,2481000.0
donte divincenzo,2020,2905800.0
donte divincenzo,2021,3709891.0
donte divincenzo,2022,5406884.0
donte divincenzo,2023,4771296.0
donte divincenzo,2024,11223882.0
dorell wright,2017,980431.0
dorell wright,2018,980431.0
dorian finney smith,2017,543471.0
dorian finney smith,2018,1312611.0
dorian finney smith,2019,1544951.0
dorian finney smith,2020,4000000.0
dorian finney smith,2021,4874765.0
dorian finney smith,2022,4625390.0
dorian finney smith,2023,13719965.0
dorian finney smith,2024,14345983.0
doug mcdermott,2016,2380440.0
doug mcdermott,2017,2483040.0
doug mcdermott,2018,3294994.0
doug mcdermott,2019,7333333.0
doug mcdermott,2020,7333333.0
doug mcdermott,2021,8937070.0
doug mcdermott,2022,15899778.0
doug mcdermott,2023,14578960.0
doug mcdermott,2024,14415995.0
dragan bender,2017,4276320.0
dragan bender,2018,4468800.0
dragan bender,2019,4661280.0
dragan bender,2020,1678854.0
draymond green,2016,14260870.0
draymond green,2017,15330435.0
draymond green,2018,17469565.0
draymond green,2019,17469565.0
draymond green,2020,18539130.0
draymond green,2021,27112175.0
draymond green,2022,27783229.0
draymond green,2023,27362288.0
draymond green,2024,22984687.0
drew crawford,2017,543471.0
drew crawford,2018,543471.0
drew eubanks,2021,1974967.0
drew eubanks,2022,2590009.0
drew eubanks,2023,2086832.0
drew eubanks,2024,2416341.0
drew gooden,2016,3300000.0
drew gooden,2017,3547000.0
drew gooden,2018,3547000.0
drew peterson,2024,407466.0
dru smith,2023,396925.0
dru smith,2024,1855306.0
duane washington,2022,1557225.0
duane washington,2023,666711.0
duane washington,2024,457156.0
duje dukan,2016,525093.0
duje dukan,2017,874636.0
duje dukan,2018,874636.0
duncan robinson,2019,9474.0
duncan robinson,2020,1416852.0
duncan robinson,2021,2027733.0
duncan robinson,2022,18096838.0
duncan robinson,2023,17920987.0
duncan robinson,2024,18693427.0
duop reath,2024,2009198.0
dvauntes smith rivera,2017,543471.0
dvauntes smith rivera,2018,543471.0
dwayne bacon,2018,1378242.0
dwayne bacon,2019,1378242.0
dwayne bacon,2020,1618520.0
dwayne bacon,2021,2046005.0
dwight buycks,2018,1600520.0
dwight buycks,2019,1600520.0
dwight buycks,2020,1600520.0
dwight howard,2016,22359364.0
dwight howard,2017,23180275.0
dwight howard,2018,23819725.0
dwight howard,2019,5337000.0
dwight howard,2020,1620564.0
dwight howard,2021,3125642.0
dwight howard,2022,3054712.0
dwight powell,2016,845059.0
dwight powell,2017,8375000.0
dwight powell,2018,9003125.0
dwight powell,2019,9631250.0
dwight powell,2020,10259375.0
dwight powell,2021,13503253.0
dwight powell,2022,12812475.0
dwight powell,2023,11748123.0
dwight powell,2024,4118855.0
dwyane wade,2016,20000000.0
dwyane wade,2017,23200000.0
dwyane wade,2019,1512601.0
dwyane wade,2020,1512601.0
dylan windler,2020,2035800.0
dylan windler,2021,2604879.0
dylan windler,2022,2589293.0
dylan windler,2023,4280676.0
dylan windler,2024,1149455.0
dyson daniels,2023,5840702.0
dyson daniels,2024,5955989.0
dzanan musa,2019,1632240.0
dzanan musa,2020,1911600.0
dzanan musa,2021,2440795.0
earl clark,2016,1185784.0
ed davis,2016,6980802.0
ed davis,2017,6666667.0
ed davis,2018,6352531.0
ed davis,2019,4449000.0
ed davis,2020,4767000.0
ed davis,2021,6099977.0
ed davis,2022,3054712.0
edmond sumner,2020,2000000.0
edmond sumner,2021,2632373.0
edmond sumner,2022,2682726.0
edmond sumner,2023,2086832.0
edmond sumner,2024,41661.0
edy tavares,2016,1000000.0
edy tavares,2017,1000000.0
edy tavares,2018,1312611.0
egidijus mockevicius,2017,543471.0
egidijus mockevicius,2018,543471.0
ej liddell,2023,539571.0
ej liddell,2024,1855306.0
ej singler,2017,543471.0
ej singler,2018,543471.0
ekpe udoh,2018,3200000.0
ekpe udoh,2019,3360000.0
elfrid payton,2016,2505720.0
elfrid payton,2017,2613600.0
elfrid payton,2018,3332340.0
elfrid payton,2019,3000000.0
elfrid payton,2020,8000000.0
elfrid payton,2021,5809502.0
elfrid payton,2022,2589691.0
elgin cook,2017,543471.0
elgin cook,2018,543471.0
elie okobo,2019,1238464.0
elie okobo,2020,1416852.0
elijah bryant,2021,29993.0
elijah hughes,2021,1094762.0
elijah hughes,2022,1755313.0
elijah millsap,2016,845059.0
elijah millsap,2017,23069.0
elijah millsap,2018,1524305.0
elliot williams,2016,55722.0
elliot williams,2017,980431.0
elliot williams,2018,980431.0
elton brand,2017,980431.0
elton brand,2018,980431.0
emanuel terry,2022,98957.0
emeka okafor,2018,592030.0
emeka okafor,2019,2445085.0
emeka okafor,2020,2445085.0
emmanuel mudiay,2016,3102240.0
emmanuel mudiay,2017,3241800.0
emmanuel mudiay,2018,4294480.0
emmanuel mudiay,2019,4294480.0
emmanuel mudiay,2020,1620564.0
emmanuel mudiay,2022,128883.0
emoni bates,2024,576415.0
enes kanter,2016,16407500.0
enes kanter,2017,17145838.0
enes kanter,2018,18622514.0
enes kanter,2019,487109.0
enes kanter,2020,4767000.0
enes kanter,2021,6099977.0
enes kanter,2022,3054712.0
eric bledsoe,2016,13500000.0
eric bledsoe,2017,14000000.0
eric bledsoe,2018,15000000.0
eric bledsoe,2019,15000000.0
eric bledsoe,2020,15625000.0
eric bledsoe,2021,20565418.0
eric bledsoe,2022,20958799.0
eric bledsoe,2023,1378374.0
eric bledsoe,2024,1338628.0
eric gordon,2016,15514031.0
eric gordon,2017,12385364.0
eric gordon,2018,12943020.0
eric gordon,2019,13500375.0
eric gordon,2020,14057730.0
eric gordon,2021,20558431.0
eric gordon,2022,21067285.0
eric gordon,2023,20748097.0
eric gordon,2024,3291427.0
eric moreland,2016,845059.0
eric moreland,2017,980431.0
eric moreland,2018,1826300.0
eric moreland,2019,17092.0
eric paschall,2020,898310.0
eric paschall,2021,1849950.0
eric paschall,2022,2061329.0
erick green,2016,99418.0
erik mccree,2018,815615.0
ersan ilyasova,2016,7900000.0
ersan ilyasova,2017,8400000.0
ersan ilyasova,2019,7000000.0
ersan ilyasova,2020,7000000.0
ersan ilyasova,2021,1455778.0
ersan ilyasova,2022,175557.0
etwaun moore,2016,1015421.0
etwaun moore,2017,8081363.0
etwaun moore,2018,8445024.0
etwaun moore,2019,8808685.0
etwaun moore,2020,8664928.0
etwaun moore,2021,2841492.0
etwaun moore,2022,3054712.0
eugene omoruyi,2022,325894.0
eugene omoruyi,2023,1074197.0
eugene omoruyi,2024,1503157.0
evan fournier,2016,2288205.0
evan fournier,2017,17000000.0
evan fournier,2018,17000000.0
evan fournier,2019,17150000.0
evan fournier,2020,17150000.0
evan fournier,2021,20900558.0
evan fournier,2022,19823100.0
evan fournier,2023,19085184.0
evan fournier,2024,19417463.0
evan mobley,2022,9337691.0
evan mobley,2023,8989885.0
evan mobley,2024,9146578.0
evan turner,2016,3425510.0
evan turner,2017,16393443.0
evan turner,2018,17131148.0
evan turner,2019,17868853.0
evan turner,2020,18606556.0
facundo campazzo,2021,3899812.0
facundo campazzo,2022,3584677.0
facundo campazzo,2023,492290.0
feron hunt,2022,135276.0
feron hunt,2023,139544.0
festus ezeli,2016,2008748.0
festus ezeli,2017,7400000.0
festus ezeli,2018,7400000.0
filip petrusev,2024,576415.0
frank jackson,2018,815615.0
frank jackson,2019,1378242.0
frank jackson,2020,1618520.0
frank jackson,2021,852004.0
frank jackson,2022,3469042.0
frank jackson,2023,119933.0
frank kaminsky,2016,2612520.0
frank kaminsky,2017,2730000.0
frank kaminsky,2018,3627842.0
frank kaminsky,2019,3627842.0
frank kaminsky,2020,4767000.0
frank kaminsky,2021,2117043.0
frank kaminsky,2022,2416128.0
frank kaminsky,2023,2612008.0
frank mason,2018,1184385.0
frank mason,2019,1378242.0
frank ntilikina,2018,4155720.0
frank ntilikina,2019,4155720.0
frank ntilikina,2020,4855800.0
frank ntilikina,2021,7527342.0
frank ntilikina,2022,2069001.0
frank ntilikina,2023,2159083.0
frank ntilikina,2024,2603356.0
franz wagner,2022,5790803.0
franz wagner,2023,5575291.0
franz wagner,2024,5672405.0
fred vanvleet,2017,543471.0
fred vanvleet,2019,8653847.0
fred vanvleet,2020,9346153.0
fred vanvleet,2021,25897193.0
fred vanvleet,2022,22752208.0
fred vanvleet,2023,22531120.0
fred vanvleet,2024,42018817.0
freddie gillespie,2021,442403.0
freddie gillespie,2022,255732.0
furkan aldemir,2016,2836768.0
furkan korkmaz,2018,1740000.0
furkan korkmaz,2019,1740000.0
furkan korkmaz,2020,1620564.0
furkan korkmaz,2021,2148304.0
furkan korkmaz,2022,5353461.0
furkan korkmaz,2023,5301440.0
furkan korkmaz,2024,5529945.0
gabe vincent,2021,805250.0
gabe vincent,2022,1930149.0
gabe vincent,2023,1925140.0
gabe vincent,2024,10811996.0
gabe york,2023,34110.0
gabriel deck,2021,4716786.0
gabriel deck,2022,1954813.0
gabriel lundberg,2022,92234.0
garrett temple,2016,1100602.0
garrett temple,2017,8000000.0
garrett temple,2018,8000000.0
garrett temple,2019,8000000.0
garrett temple,2020,4767000.0
garrett temple,2021,5809502.0
garrett temple,2022,5677666.0
garrett temple,2023,5466314.0
garrett temple,2024,3291427.0
garrison mathews,2021,838523.0
garrison mathews,2022,2312695.0
garrison mathews,2023,2120576.0
garrison mathews,2024,2059427.0
gary clark,2019,596873.0
gary clark,2020,555409.0
gary clark,2021,2459876.0
gary clark,2022,938044.0
gary harris,2016,1584480.0
gary harris,2017,1655880.0
gary harris,2018,2550055.0
gary harris,2019,16517857.0
gary harris,2020,17839286.0
gary harris,2021,23899409.0
gary harris,2022,24204831.0
gary harris,2023,13783744.0
gary harris,2024,13386281.0
gary neal,2016,2139000.0
gary payton,2017,35116.0
gary payton,2020,1052909.0
gary payton,2021,304507.0
gary payton,2022,1930149.0
gary payton,2023,8800390.0
gary payton,2024,8973957.0
gary trent,2019,838464.0
gary trent,2020,1416852.0
gary trent,2021,2027733.0
gary trent,2022,18761738.0
gary trent,2023,18321776.0
gary trent,2024,19111491.0
george hill,2016,8000000.0
george hill,2017,8000000.0
george hill,2018,19000000.0
george hill,2019,19000000.0
george hill,2020,9133907.0
george hill,2021,11687984.0
george hill,2022,6100300.0
george hill,2023,4241152.0
george king,2022,98957.0
georges niang,2017,650000.0
georges niang,2019,1512601.0
georges niang,2020,1645357.0
georges niang,2021,2173605.0
georges niang,2022,3815946.0
georges niang,2023,3673897.0
georges niang,2024,9061482.0
georgios kalaitzakis,2022,578001.0
georgios papagiannis,2017,2202240.0
georgios papagiannis,2018,185397.0
georgios papagiannis,2019,1544951.0
georgios papagiannis,2020,1544951.0
gerald green,2016,947276.0
gerald green,2017,980431.0
gerald green,2018,872854.0
gerald green,2019,1512601.0
gerald green,2020,1620564.0
gerald henderson,2016,6000000.0
gerald henderson,2017,9000000.0
gerald henderson,2018,9000000.0
gerald wallace,2016,10105855.0
gg jackson,2024,2050601.0
giannis antetokounmpo,2016,1953960.0
giannis antetokounmpo,2017,2995421.0
giannis antetokounmpo,2018,24157303.0
giannis antetokounmpo,2019,24157303.0
giannis antetokounmpo,2020,25842697.0
giannis antetokounmpo,2021,33548245.0
giannis antetokounmpo,2022,45496378.0
giannis antetokounmpo,2023,45054279.0
giannis antetokounmpo,2024,46996232.0
glenn robinson,2016,1100000.0
glenn robinson,2017,1050500.0
glenn robinson,2019,4075000.0
glenn robinson,2020,1620564.0
glenn robinson,2021,1420167.0
goga bitadze,2020,2816760.0
goga bitadze,2021,3604304.0
goga bitadze,2022,3582827.0
goga bitadze,2023,5701719.0
goga bitadze,2024,2127991.0
goran dragic,2016,14783000.0
goran dragic,2017,15891725.0
goran dragic,2018,18109175.0
goran dragic,2019,18109175.0
goran dragic,2020,19217900.0
goran dragic,2021,21936446.0
goran dragic,2022,22374060.0
goran dragic,2023,3736201.0
gordon hayward,2016,15409570.0
gordon hayward,2017,16073140.0
gordon hayward,2018,29727900.0
gordon hayward,2019,31214295.0
gordon hayward,2020,32700690.0
gordon hayward,2021,34732706.0
gordon hayward,2022,34603699.0
gordon hayward,2023,31888161.0
gordon hayward,2024,34309448.0
gorgui dieng,2016,1474440.0
gorgui dieng,2017,2348783.0
gorgui dieng,2018,14112360.0
gorgui dieng,2019,15170787.0
gorgui dieng,2020,16229213.0
gorgui dieng,2021,21433964.0
gorgui dieng,2022,4625390.0
gorgui dieng,2023,4352732.0
gracin bakumanya,2017,543471.0
gracin bakumanya,2018,543471.0
gradey dick,2024,4671511.0
grant jerrett,2016,947276.0
grant jerrett,2017,874636.0
grant jerrett,2018,874636.0
grant riller,2021,547332.0
grant riller,2022,187543.0
grant williams,2020,2379840.0
grant williams,2021,3045217.0
grant williams,2022,3027086.0
grant williams,2023,4565898.0
grant williams,2024,12773601.0
grayson allen,2019,2074320.0
grayson allen,2020,2429400.0
grayson allen,2021,3101959.0
grayson allen,2022,4688636.0
grayson allen,2023,9463070.0
grayson allen,2024,9190197.0
greg brown,2022,1069919.0
greg brown,2023,1657779.0
greg brown,2024,576415.0
greg monroe,2016,16407500.0
greg monroe,2017,17145838.0
greg monroe,2019,59820.0
greg monroe,2022,708612.0
greg stiemsma,2017,980431.0
greg stiemsma,2018,980431.0
greg whittington,2016,525093.0
greg whittington,2021,404912.0
greivis vasquez,2016,6600000.0
greivis vasquez,2017,4347826.0
greivis vasquez,2018,4347826.0
guerschon yabusele,2018,2247480.0
guerschon yabusele,2019,2667600.0
guerschon yabusele,2021,1266317.0
gui santos,2024,1060073.0
guillermo hernangomez,2017,1350000.0
guillermo hernangomez,2018,1350000.0
hamidou diallo,2019,838464.0
hamidou diallo,2020,1416852.0
hamidou diallo,2021,2027733.0
hamidou diallo,2022,6013007.0
hamidou diallo,2023,5513497.0
hamidou diallo,2024,138870.0
harrison barnes,2016,3873398.0
harrison barnes,2017,22116750.0
harrison barnes,2018,23112004.0
harrison barnes,2019,24107258.0
harrison barnes,2020,24147727.0
harrison barnes,2021,27074338.0
harrison barnes,2022,23455458.0
harrison barnes,2023,19458694.0
harrison barnes,2024,17505137.0
harry giles,2018,1859400.0
harry giles,2019,2207040.0
harry giles,2020,2578800.0
harry giles,2021,1974967.0
harry giles,2024,2375090.0
hassan whiteside,2016,981348.0
hassan whiteside,2017,22116750.0
hassan whiteside,2018,25434262.0
hassan whiteside,2019,25434262.0
hassan whiteside,2020,27093017.0
hassan whiteside,2021,2827417.0
hassan whiteside,2022,2777011.0
hassani gravett,2022,122979.0
haywood highsmith,2022,633332.0
haywood highsmith,2023,1858301.0
haywood highsmith,2024,1958657.0
henri drell,2024,400840.0
henry ellenson,2017,1704120.0
henry ellenson,2018,1857480.0
henry ellenson,2019,341831.0
henry ellenson,2021,205938.0
